name,latitude,longitude,city,region,cuisine,Price Range,Restauarant Website,michelin_stars
Peel's,52.4259,-1.7053599999999998,Hampton in Arden,United Kingdom,Creative British,95 - 125 GBP,https://www.hamptonmanor.com/,1
John's House,52.73295,-1.145851,Mountsorrel,United Kingdom,Modern cuisine,,,1
The Whitebrook,51.759696999999996,-2.686909,Whitebrook,United Kingdom,Modern British,47 - 95 GBP,https://www.thewhitebrook.co.uk/,1
James Sommerin,51.434387,-3.167951,Penarth,United Kingdom,Modern cuisine,,,1
Driftwood,50.1889,-4.97088,Portscatho,United Kingdom,Modern cuisine,,,1
The Cross at Kenilworth,52.350315,-1.5801147,Kenilworth,United Kingdom,Classic cuisine,35 - 65 GBP,https://www.thecrosskenilworth.co.uk/,1
Masons Arms,50.995470000000005,-3.6716300000000004,Knowstone,United Kingdom,Classic French,30 - 55 GBP,https://www.masonsarmsdevon.co.uk/,1
Salt,52.18963,-1.7092043000000001,Stratford-upon-Avon,United Kingdom,Modern British,48 - 85 GBP,https://www.salt-restaurant.co.uk/,1
Le Champignon Sauvage,51.891459999999995,-2.07912,Cheltenham,United Kingdom,Modern cuisine,40 - 75 GBP,https://www.lechampignonsauvage.co.uk/,1
Gidleigh Park,50.67658,-3.87354,Chagford,United Kingdom,Modern cuisine,,,1
Hambleton Hall,52.65736999999999,-0.6681199999999999,Upper Hambleton,United Kingdom,Classic cuisine,48 - 83 GBP,https://www.hambletonhall.com/,1
wilks,51.46737,-2.6069899,Bristol,United Kingdom,Modern British,,,1
Bulrush,51.46278,-2.5977580000000002,Bristol,United Kingdom,Modern British,60 GBP,https://www.bulrushrestaurant.co.uk/,1
Casamia,51.447254,-2.5940727999999997,Bristol,United Kingdom,Creative,180 GBP,www.casamiarestaurant.co.uk,1
Paco Tapas,51.44647,-2.5935799999999998,Bristol,United Kingdom,Spanish,25 - 60 GBP,www.pacotapas.co.uk,1
Pony & Trap,51.34938,-2.5925993999999997,Chew Magna,United Kingdom,Modern British,,,1
The Dining Room,51.58376,-2.14954,Malmesbury,United Kingdom,Asian influences,,,1
Bybrook,51.49382,-2.23212,Castle Combe,United Kingdom,Modern British,,,1
Restaurant Hywel Jones by Lucknam Park,51.455020000000005,-2.25941,Colerne,United Kingdom,Modern British,110 GBP,https://www.lucknampark.co.uk/,1
Olive Tree,51.38707,-2.3627,Bath,United Kingdom,Modern cuisine,34 - 110 GBP,https://www.olivetreebath.co.uk/,1
Lympstone Manor,50.64069,-3.4186062999999995,Lympstone,United Kingdom,Modern cuisine,65 - 160 GBP,https://www.lympstonemanor.co.uk/,1
The Neptune,52.9511,0.50927,Hunstanton,United Kingdom,Modern cuisine,65 - 80 GBP,https://www.theneptune.co.uk/,1
Elephant,50.458529999999996,-3.5243800000000003,Torquay,United Kingdom,Modern British,28 - 80 GBP,https://www.elephantrestaurant.co.uk/,1
Oxford Kitchen,51.776733,-1.264794,Oxford,United Kingdom,Modern British,,,1
Nut Tree,51.83618,-1.1499,Murcott,United Kingdom,Traditional British,,,1
Morston Hall,52.954730000000005,0.98729,Morston,United Kingdom,Modern British,,,1
Red Lion Freehouse,51.2736,-1.8007996,East Chisenbury,United Kingdom,Classic cuisine,,,1
Blackbird,51.420887,-1.3493548999999998,Newbury,United Kingdom,Classic cuisine,,,1
Woodspeen,51.415802,-1.353532,Newbury,United Kingdom,Modern cuisine,,,1
The Coach,51.571712,-0.7772678000000001,Marlow,United Kingdom,Modern British,28 - 50 GBP,https://www.thecoachmarlow.co.uk/,1
Crown,51.524807,-0.7915291,Burchett's Green,United Kingdom,Regional cuisine,38 - 49 GBP,https://www.thecrownburchettsgreen.com/,1
L'Ortolan,51.40833,-0.9542898000000001,Shinfield,United Kingdom,French,60 - 89 GBP,https://www.lortolan.com/,1
Hinds Head,51.51265,-0.6964100000000001,Bray,United Kingdom,Traditional British,52 - 83 GBP,https://www.hindsheadbray.com/,1
Black Rat,51.057959999999994,-1.3069496999999999,Winchester,United Kingdom,Modern cuisine,,,1
Matt Worswick at The Latymer,51.35764,-0.7086128,Bagshot,United Kingdom,Modern cuisine,,,1
Coworth Park,51.40463,-0.616715,Ascot,United Kingdom,Modern cuisine,85 GBP,http://www.dorchestercollection.com/,1
Tudor Room,51.417590000000004,-0.545847,Egham,United Kingdom,Modern cuisine,,,1
The Glasshouse,51.4771,-0.28574,Kew,United Kingdom,Modern cuisine,45 - 60 GBP,https://www.glasshouserestaurant.co.uk/,1
La Trompette,51.49222,-0.25619000000000003,Chiswick,United Kingdom,Modern British,,,1
Tim Allen's Flitch of Bacon,51.867470000000004,0.404134,Little Dunmow,United Kingdom,Modern British,,,1
River Café,51.48395,-0.22423,Hammersmith,United Kingdom,Italian,,,1
Kitchen W8,51.499179999999996,-0.19692,Kensington,United Kingdom,Modern cuisine,30 - 80 GBP,https://www.kitchenw8.com/,1
Trishna,51.51834,-0.153031,Marylebone,United Kingdom,Indian,30 - 75 GBP,https://www.trishnalondon.com/,1
Roganic,51.518314000000004,-0.1520875,Marylebone,United Kingdom,Creative British,320 - 980 HKD,https://www.roganic.com.hk/,1
Locanda Locatelli,51.51514,-0.15675,Marylebone,United Kingdom,Italian,,,1
Texture,51.51488,-0.15664,Marylebone,United Kingdom,Creative,,,1
Portland,51.519726,-0.142555,Regent's Park,United Kingdom,Modern cuisine,39 - 65 GBP,https://www.portlandrestaurant.co.uk/,1
Harwood Arms,51.48291,-0.19651,Fulham,United Kingdom,Modern British,50 GBP,https://www.harwoodarms.com/,1
Pied à Terre,51.519,-0.13510999999999998,Bloomsbury,United Kingdom,Creative,30 - 95 GBP,https://www.pied-a-terre.co.uk/,1
The Ninth,51.51875,-0.1350068,Bloomsbury,United Kingdom,Mediterranean cuisine,35 - 59 GBP,https://www.theninthlondon.com/,1
Kai,51.50871,-0.15162,Mayfair,United Kingdom,Chinese,58 - 120 GBP,https://www.kaimayfair.co.uk/,1
Pollen Street Social,51.5133,-0.14234000000000002,Mayfair,United Kingdom,Creative,56 - 135 GBP,https://www.pollenstreetsocial.com/,1
Hakkasan Mayfair,51.51037,-0.14475,Mayfair,United Kingdom,Chinese,38 - 128 GBP,https://www.hakkasan.com/,1
The Square,51.510690000000004,-0.14401,Mayfair,United Kingdom,Creative French,,,1
Alyn Williams at The Westbury,51.511179999999996,-0.14303,Mayfair,United Kingdom,Modern cuisine,,,1
Benares,51.50973,-0.14494,Mayfair,United Kingdom,Indian,39 - 100 GBP,https://www.benaresrestaurant.com/,1
Hakkasan Hanway Place,51.5171,-0.13144,Bloomsbury,United Kingdom,Chinese,35 - 135 GBP,https://www.hakkasan.com/,1
Social Eating House,51.51383,-0.13673,Soho,United Kingdom,Modern cuisine,,,1
Galvin at Windows,51.505390000000006,-0.15039,Mayfair,United Kingdom,Modern cuisine,,,1
Murano,51.50707,-0.14722000000000002,Mayfair,United Kingdom,Italian,45 - 105 GBP,https://www.muranolondon.com/,1
Marcus,51.501709999999996,-0.15614,Belgravia,United Kingdom,Modern cuisine,55 - 125 GBP,https://www.marcusrestaurant.com/,1
Sabor,51.511368,-0.1396773,Mayfair,United Kingdom,Spanish,35 - 60 GBP,https://www.saborrestaurants.co.uk/,1
Clock House,51.30044,-0.49287,Ripley,United Kingdom,Modern cuisine,50 - 110 GBP,https://www.theclockhouserestaurant.co.uk/,1
Yauatcha Soho,51.51367,-0.1352,Soho,United Kingdom,Chinese,,,1
Céleste,51.502421999999996,-0.15226170000000003,Belgravia,United Kingdom,Creative French,43 - 125 GBP,https://www.oetkercollection.com/hotels/the-lanesborough/restaurants-bars/restaurants/celeste/,1
Gymkhana,51.50854,-0.14154,Mayfair,United Kingdom,Indian,33 - 85 GBP,https://www.gymkhanalondon.com/,1
Amaya,51.49912,-0.15730999999999998,Belgravia,United Kingdom,Indian,29 - 82 GBP,https://www.amaya.biz/,1
Pétrus,51.49951,-0.15662,Belgravia,United Kingdom,French,,,1
Veeraswamy,51.51008,-0.13809000000000002,Mayfair,United Kingdom,Indian,30 - 78 GBP,https://www.veeraswamy.com/,1
Barrafina,51.51375,-0.1318,Soho,United Kingdom,Spanish,20 - 40 GBP,https://www.barrafina.co.uk/,1
Hide,51.506077000000005,-0.144289,Mayfair,United Kingdom,Modern British,,,1
Ritz Restaurant,51.50728,-0.14140999999999998,Westminster,United Kingdom,Modern British,56 - 115 GBP,https://www.theritzlondon.com/,1
Elystan Street,51.491240000000005,-0.16724,Chelsea,United Kingdom,Modern British,35 - 105 GBP,https://www.elystanstreet.com/,1
Seven Park Place,51.50623,-0.13998,Saint James's,United Kingdom,Modern cuisine,35 - 95 GBP,https://www.stjameshotelandclub.com/,1
Ikoyi,51.509212,-0.1334389,Saint James's,United Kingdom,Creative,60 - 150 GBP,https://www.ikoyilondon.com/,1
Aquavit,51.508713,-0.1334072,Saint James's,United Kingdom,Scandinavian,,,1
Five Fields,51.49168,-0.16124000000000002,Chelsea,United Kingdom,Modern cuisine,95 - 120 GBP,https://www.fivefieldsrestaurant.com/,1
Dining Room at The Goring,51.49763,-0.14556,Victoria,United Kingdom,Traditional British,52 - 78 GBP,https://www.thegoring.com/,1
St John,51.52064,-0.10132999999999999,Clerkenwell,United Kingdom,Traditional British,32 - 50 GBP,https://www.stjohnrestaurant.com/,1
Quilon,51.49863,-0.13726,Victoria,United Kingdom,Indian,41 - 95 GBP,http://www.quilon.co.uk/,1
Club Gascon,51.518570000000004,-0.10031,London,United Kingdom,French,70 - 95 GBP,https://www.clubgascon.com/,1
A. Wong,51.493179999999995,-0.14128,Victoria,United Kingdom,Chinese,,,1
The Clove Club,51.52711,-0.07927000000000001,Shoreditch,United Kingdom,Modern cuisine,65 - 145 GBP,https://www.thecloveclub.com/,1
Leroy,51.524086,-0.0815337,Shoreditch,United Kingdom,Modern British,25 - 48 GBP,https://www.leroyshoreditch.com/,1
Angler,51.51894,-0.08625,Finsbury,United Kingdom,Seafood,38 - 100 GBP,https://www.anglerrestaurant.com/,1
Brat,51.52427,-0.0767681,Shoreditch,United Kingdom,Traditional British,32 - 85 GBP,,1
Lyle's,51.52378,-0.07704,Shoreditch,United Kingdom,Modern British,35 - 79 GBP,https://www.lyleslondon.com/,1
Galvin La Chapelle,51.52032,-0.0781,Spitalfields,United Kingdom,French,43 - 89 GBP,https://www.galvinrestaurants.com/,1
City Social,51.515209999999996,-0.08431,City of London,United Kingdom,Modern cuisine,60 - 78 GBP,https://www.citysociallondon.com/,1
La Dame de Pic,51.510372,-0.07889810000000001,City of London,United Kingdom,Modern French,90 - 165 EUR,https://www.anne-sophie-pic.com/,1
Story,51.50268,-0.07774,Bermondsey,United Kingdom,Modern cuisine,,,1
Trinity,51.463359999999994,-0.14148,Clapham Common,United Kingdom,Modern cuisine,55 - 95 GBP,https://www.trinityrestaurant.co.uk/,1
Chez Bruce,51.44607,-0.16552999999999998,Wandsworth,United Kingdom,French,50 - 65 GBP,https://www.chezbruce.co.uk/,1
Sorrel,51.228825,-0.3346741,Dorking,United Kingdom,Modern British,50 - 95 GBP,https://www.sorrelrestaurant.co.uk/,1
Restaurant Tristan,51.062346999999995,-0.326034,Horsham,United Kingdom,Modern British,50 - 100 GBP,https://www.restauranttristan.co.uk/,1
Gravetye Manor,51.08932,-0.05691,Gravetye,United Kingdom,Modern British,60 - 95 GBP,https://www.gravetyemanor.co.uk/,1
The Sportsman,51.343920000000004,0.95885,Seasalter,United Kingdom,Modern British,,,1
West House,51.11521,0.64215,Biddenden,United Kingdom,Modern British,,,1
Fordwich Arms,51.295284,1.1261871,Fordwich,United Kingdom,Modern cuisine,54 - 190 GBP,www.fordwicharms.co.uk,1
Samphire,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,,,1
Bohemia,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,Modern cuisine,45 - 99 GBP,https://www.bohemiajersey.com/,1
SENNS.Restaurant,47.83636,13.063889999999999,Salzburg,Austria,Creative,85 - 205 EUR,https://www.senns.restaurant/,2
Ikarus,47.795359999999995,13.00695,Salzburg,Austria,Creative,140 - 210 EUR,https://www.hangar-7.com/,2
Mraz & Sohn,48.23129,16.37637,Wien,Austria,Creative,145 EUR,https://www.mrazundsohn.at/,2
Konstantin Filippou,48.21056,16.37996,Wien,Austria,Modern cuisine,56 - 189 EUR,https://www.konstantinfilippou.com/,2
Silvio Nickol Gourmet Restaurant,48.20558,16.376929999999998,Wien,Austria,Modern cuisine,23 - 165 EUR,https://www.palais-coburg.com/,2
Steirereck im Stadtpark,48.202290000000005,16.3805,Wien,Austria,Creative,74 - 169 EUR,https://www.steirereck.at/,2
Baumé,37.4285,-122.14272,South San Francisco,California,Contemporary,,,2
Commis,37.82476,-122.25505,San Francisco,California,Contemporary,189 USD,www.commisrestaurant.com,2
Californios,37.75555,-122.41714499999999,San Francisco,California,Mexican,,,2
Lazy Bear,37.760203999999995,-122.41968999999999,San Francisco,California,Contemporary,,,2
Saison,37.76327,-122.41543,San Francisco,California,Californian,,,2
Campton Place,37.789229999999996,-122.40665,San Francisco,California,Indian,,,2
Coi,37.798120000000004,-122.40331,San Francisco,California,Contemporary,,,2
Acquerello,37.79167,-122.42131,San Francisco,California,Italian,,,2
Urasawa,34.067352,-118.40066999999999,Los Angeles,California,Japanese,,,2
Sushi Ginza Onodera,34.08238,-118.37653999999999,Los Angeles,California,Japanese,300 USD,https://www.onodera-group.com/,2
Somni,34.070095,-118.37648999999999,Los Angeles,California,Contemporary,,,2
Providence,34.083523,-118.33018999999999,Los Angeles,California,Seafood,225 - 475 USD,https://www.providencela.com/,2
n/naka,34.025259999999996,-118.41206000000001,Los Angeles,California,Contemporary,,,2
Vespertine,34.024204,-118.38166000000001,Los Angeles,California,Contemporary,295 USD,www.vespertine.la,2
Smyth,41.885,-87.660736,Chicago,Chicago,Contemporary,225 - 280 USD,https://www.smythandtheloyalist.com/,2
Oriole,41.886196000000005,-87.64513000000001,Chicago,Chicago,Contemporary,215 USD,https://www.oriolechicago.com/,2
Acadia,41.85904,-87.62562,Chicago,Chicago,Contemporary,,,2
KOKS,62.136669999999995,-7.022025,Leynar,Denmark,Creative,,,2
Henne Kirkeby Kro,55.72682,8.242021000000001,Henne,Denmark,Classic cuisine,"650 - 1,495 DKK",https://www.hennekirkebykro.dk/,2
a‚o‚c,55.68305,12.589210000000001,København,Denmark,Modern cuisine,,,2
noma,55.683319999999995,12.61006,København,Denmark,Creative,,,2
Kadeau Copenhagen,55.67219,12.58848,København,Denmark,Modern cuisine,,,2
Spondi,37.96525,23.742971,Athína,Greece,French,120 - 165 EUR,https://www.spondi.gr/,2
Sun Tung Lok,22.30099,114.17221,Hong Kong,Hong Kong,Cantonese,,,2
Yan Toh Heen,22.293337,114.17395,Hong Kong,Hong Kong,Cantonese,,,2
Tin Lung Heen,22.30357,114.16006999999999,Hong Kong,Hong Kong,Cantonese,,,2
Tenku RyuGin,22.30331,114.16021,Hong Kong,Hong Kong,Japanese,,,2
Forum,22.281616,114.1824,Hong Kong,Hong Kong,Cantonese,,,2
Sushi Saito,22.286467000000002,114.15677,Hong Kong,Hong Kong,Sushi,,,2
Pierre,22.282127,114.15948,Hong Kong,Hong Kong,French contemporary,,,2
Ying Jee Club,22.284338,114.156654,Hong Kong,Hong Kong,Cantonese,,,2
Écriture,22.28315,114.1554,Hong Kong,Hong Kong,French contemporary,,,2
Ta Vie,22.282766,114.15529,Hong Kong,Hong Kong,Innovative,,,2
Amber,22.280596,114.15763999999999,Hong Kong,Hong Kong,French contemporary,,,2
Kashiwaya,22.280642999999998,114.15673999999999,Hong Kong,Hong Kong,Japanese,,,2
Onyx,47.49712,19.05067,Budapest,Hungary,Modern cuisine,,,2
Feng Wei Ju,22.18996,113.54794,Macau,Macau,Hunanese and Sichuan,,,2
Golden Flower,22.18753,113.54806,Macau,Macau,Chinese,,,2
Mizumi (Macau),22.188755,113.54488,Macau,Macau,Japanese,,,2
The Tasting Room,22.14958,113.56505,Macau,Macau,French contemporary,,,2
Alain Ducasse at Morpheus,22.14293,113.563774,Macau,Macau,French contemporary,,,2
L'Atelier de Joël Robuchon,40.742905,-74.00769,New York,New York City,French,103 - 235 USD,https://latelier-newyork.com/,2
Jungsik,40.718685,-74.00910999999999,New York,New York City,Korean,165 - 235 USD,https://www.jungsik.com/,2
Atera,40.716797,-74.00565,New York,New York City,Contemporary,285 USD,http://www.ateranyc.com/,2
Jean-Georges,40.76907,-73.98155,New York,New York City,Contemporary,75 - 248 USD,https://www.jean-georgesrestaurant.com/,2
Marea,40.76749,-73.98114,New York,New York City,Seafood,,,2
Gabriel Kreuther,40.75397,-73.982025,New York,New York City,Contemporary,90 - 245 USD,https://www.gknyc.com/,2
Ichimura at Uchū,40.721832,-73.99011999999999,New York,New York City,Japanese,300 USD,https://www.uchu.nyc/,2
Sushi Ginza Onodera,40.752396000000005,-73.981575,New York,New York City,Japanese,300 USD,https://www.onodera-group.com/,2
Ko,40.72909,-73.98448,New York,New York City,Contemporary,225 USD,https://www.momofuku.com/,2
The Modern,40.76106,-73.97628,New York,New York City,Contemporary,138 - 188 USD,https://www.themodernnyc.com/,2
Aquavit,40.76078,-73.97214,New York,New York City,Scandinavian,58 - 155 USD,https://www.aquavit.org/,2
Daniel,40.7666,-73.96745,New York,New York City,French,158 - 250 USD,https://www.danielnyc.com/,2
Aska,40.71222,-73.96642,New York,New York City,Scandinavian,195 - 295 USD,https://www.askanyc.com/,2
Blanca,40.70492,-73.93354000000001,New York,New York City,Contemporary,198 USD,https://www.blancanyc.com/,2
Patrick Guilbaud,53.338930000000005,-6.25283,City Centre,Ireland,Modern French,65 - 205 EUR,https://www.restaurantpatrickguilbaud.ie/,2
Oro,-22.98601,-43.224709999999995,Rio de Janeiro - 22441,Rio de Janeiro,creative,445 - 555 BRL,http://www.ororestaurante.com.br/,2
Tuju,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,creative,,,2
D.O.M.,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,creative,415 - 700 BRL,http://www.domrestaurante.com.br/,2
Kojima,37.52559,127.04193000000001,Seoul,South Korea,Sushi,"200,000 - 380,000 KRW",,2
Jungsik,37.525585,127.04106999999999,Seoul,South Korea,Korean contemporary,"78,000 - 230,000 KRW",https://www.jungsik.kr/,2
Kwonsooksoo,37.526752,127.03571000000001,Seoul,South Korea,Korean,"105,000 - 240,000 KRW",https://www.kwonsooksoo.com/,2
Mingles,37.52219,127.0392,Seoul,South Korea,Korean contemporary,"120,000 - 220,000 KRW",http://www.restaurant-mingles.com/,2
Alla Prima,37.518440000000005,127.03008,Seoul,South Korea,Innovative,,,2
Waku Ghin,1.283175,103.8598,Singapore,Singapore,Japanese contemporary,550 - 700 SGD,https://www.marinabaysands.com/,2
Odette,1.2896458999999998,103.8516,Singapore,Singapore,French contemporary,,,2
Shoukouwa,1.2863698000000001,103.854,Singapore,Singapore,Sushi,320 - 650 SGD,https://www.shoukouwa.com.sg/,2
Shisen Hanten,1.302395,103.8365,Singapore,Singapore,Chinese,50 - 150 SGD,https://www.shisenhanten.com.sg/,2
Les Amis,1.3066648,103.8314,Singapore,Singapore,French,,,2
Fäviken Magasinet,63.43626,13.293370000000001,Järpen,Sweden,Creative,,,2
Gastrologik,59.33365,18.0807,Stockholm,Sweden,Creative,,,2
Oaxen Krog,59.322342000000006,18.101831,Stockholm,Sweden,Creative,,,2
Vollmers,55.604427,12.995847999999999,Malmö,Sweden,Creative,,,2
Daniel Berlin,55.61246,13.99265,Skåne-Tranås,Sweden,Creative,,,2
RAW,25.082666,121.559525,Taipei,Taipei,Innovative,,,2
Shoun RyuGin,25.08258,121.5595,Taipei,Taipei,Japanese contemporary,,,2
Taïrroir,25.082718,121.559296,Taipei,Taipei,Innovative,"2,180 - 4,680 TWD",https://www.tairroir.com/,2
Sushi Amamoto,25.037945,121.55487,Taipei,Taipei,Sushi,"3,000 - 5,000 TWD",,2
The Guest House,25.04486,121.52198,Taipei,Taipei,Sichuan-Huai Yang,"1,200 - 4,280 TWD",https://www.sheratongrandtaipei.com/,2
Gaggan,13.737679,100.54214499999999,Bangkok,Thailand,Innovative,,,2
Sühring,13.710947,100.545654,Bangkok,Thailand,European contemporary,"3,500 - 5,500 THB",https://www.restaurantsuhring.com/,2
Mezzaluna,13.722148,100.51691,Bangkok,Thailand,Innovative,"6,500 THB",https://www.lebua.com/mezzaluna,2
Le Normandie,13.723197,100.513855,Bangkok,Thailand,French contemporary,"3,200 - 8,200 THB",https://www.mandarinoriental.com/bangkok,2
minibar,38.896294,-77.02386,"Washington, D.C.",Washington DC,Contemporary,295 USD,https://www.minibarbyjoseandres.com/,2
Pineapple and Pearls,38.880707,-76.99514,"Washington, D.C.",Washington DC,Contemporary,150 - 325 USD,https://www.pineappleandpearls.com/,2
Andrew Fairlie at Gleneagles,56.283390000000004,-3.75149,Auchterarder,United Kingdom,Creative French,115 - 155 GBP,https://www.andrewfairlie.co.uk/,2
L'Enclume,54.201885,-2.953807,Cartmel,United Kingdom,Creative,79 - 175 GBP,https://www.lenclume.co.uk/,2
Raby Hunt,54.566469999999995,-1.6892580000000001,Summerhouse,United Kingdom,Modern British,230 - 300 GBP,https://www.rabyhuntrestaurant.co.uk/,2
Moor Hall,53.541619999999995,-2.8895494999999998,Aughton,United Kingdom,Modern British,95 - 195 GBP,https://www.moorhall.com/,2
Restaurant Sat Bains,52.924380000000006,-1.1733198,Nottingham,United Kingdom,Creative,120 - 155 GBP,https://www.restaurantsatbains.com/,2
Restaurant Nathan Outlaw,50.594086,-4.82854,Port Isaac,United Kingdom,Seafood,,,2
Belmond Le Manoir aux Quat' Saisons,51.71674,-1.0918700000000001,Great Milton,United Kingdom,French,,,2
Midsummer House,52.21243,0.12779000000000001,Cambridge,United Kingdom,Modern cuisine,115 - 230 GBP,www.midsummerhouse.co.uk/,2
Hand and Flowers,51.57031,-0.78113,Marlow,United Kingdom,Modern British,40 - 115 GBP,https://www.thehandandflowers.co.uk/,2
Ledbury,51.516740000000006,-0.20007,North Kensington,United Kingdom,Modern cuisine,,,2
CORE by Clare Smyth,51.512609999999995,-0.2030516,North Kensington,United Kingdom,Modern British,,,2
Le Gavroche,51.51127,-0.15517,Mayfair,United Kingdom,French,85 - 178 GBP,https://www.le-gavroche.co.uk/,2
Kitchen Table at Bubbledogs,51.52041,-0.13647,Bloomsbury,United Kingdom,Modern cuisine,,,2
Hélène Darroze at The Connaught,51.5101,-0.1495701,Mayfair,United Kingdom,Modern cuisine,,,2
Dinner by Heston Blumenthal,51.50208,-0.16011,Hyde Park,United Kingdom,Traditional British,87 - 106 GBP,https://www.dinnerbyheston.com/,2
Umu,51.5113,-0.14455,Mayfair,United Kingdom,Japanese,,,2
Sketch (The Lecture Room & Library),51.51287,-0.14135999999999999,Mayfair,United Kingdom,Modern French,,,2
Greenhouse,51.507690000000004,-0.14926,Mayfair,United Kingdom,Creative,,,2
Claude Bosi at Bibendum,51.49341,-0.16908929999999997,Chelsea,United Kingdom,French,105 - 175 GBP,https://www.claudebosi.com/,2
Amador,48.254059999999996,16.35915,Wien,Austria,Creative,35 - 275 EUR,http://www.restaurant-amador.com/,3
Manresa,37.22761,-121.98071000000002,South San Francisco,California,Contemporary,325 USD,https://www.manresarestaurant.com/,3
Benu,37.78521,-122.39876000000001,San Francisco,California,Asian,350 USD,https://www.benusf.com/,3
Quince,37.79762,-122.40337,San Francisco,California,Contemporary,195 - 298 USD,https://www.quincerestaurant.com/,3
Atelier Crenn,37.79835,-122.43586,San Francisco,California,Contemporary,298 USD,https://www.ateliercrenn.com/,3
The French Laundry,38.40443,-122.36474,San Francisco,California,Contemporary,350 - 450 USD,https://www.thomaskeller.com/tfl,3
SingleThread,38.612164,-122.86970500000001,San Francisco,California,Contemporary,375 USD,https://www.singlethreadfarms.com/,3
Alinea,41.91328,-87.64798,Chicago,Chicago,Contemporary,210 - 365 USD,https://www.alinearestaurant.com/,3
Geranium,55.70393000000001,12.57197,København,Denmark,Creative,"2,800 DKK",https://www.geranium.dk/,3
T'ang Court,22.296572,114.1698,Hong Kong,Hong Kong,Cantonese,"400 - 1,700 HKD",https://www.langhamhotels.com/hongkong,3
Lung King Heen,22.28665,114.15673999999999,Hong Kong,Hong Kong,Cantonese,"500 - 2,980 HKD",https://www.fourseasons.com/hongkong,3
Caprice,22.286645999999998,114.15661999999999,Hong Kong,Hong Kong,French,"745 - 2,600 HKD",www.fourseasons.com/hongkong,3
L'Atelier de Joël Robuchon,22.281198999999997,114.15816000000001,Hong Kong,Hong Kong,French contemporary,"680 - 2,600 HKD",https://www.robuchon.hk/,3
Sushi Shikon,22.28511,114.15208,Hong Kong,Hong Kong,Sushi,"2,000 - 3,500 HKD",https://www.sushi-shikon.com/,3
The Eight,22.190475,113.54341000000001,Macau,Macau,Chinese,"400 - 3,000 MOP",https://www.grandlisboahotels.com/,3
Robuchon au Dôme,22.189949,113.54395,Macau,Macau,French contemporary,"988 - 3,500 MOP",https://www.grandlisboahotels.com/,3
Jade Dragon,22.149137,113.56715,Macau,Macau,Cantonese,"400 - 2,000 MOP",https://www.cityofdreamsmacau.com/,3
Maaemo,59.910477,10.760408,Oslo,Norway,Modern cuisine,"3,500 NOK",www.maaemo.no,3
Masa,40.76855,-73.98335,New York,New York City,Japanese,595 USD,https://www.masanyc.com/,3
Per Se,40.76828,-73.98292,New York,New York City,Contemporary,355 USD,http://www.perseny.com/,3
Le Bernardin,40.76177,-73.98223,New York,New York City,Seafood,93 - 228 USD,https://www.le-bernardin.com/,3
Eleven Madison Park,40.7417,-73.98711999999999,New York,New York City,Contemporary,125 - 285 USD,https://www.elevenmadisonpark.com/,3
Chef's Table at Brooklyn Fare,40.68872,-73.98581,New York,New York City,Contemporary,395 USD,http://www.brooklynfare.com/,3
La Yeon,37.555813,127.00516999999999,Seoul,South Korea,Korean,"109,000 - 280,000 KRW",https://www.shilla.net/seoul,3
Gaon,37.52265,127.03595,Seoul,South Korea,Korean,"120,000 - 240,000 KRW",http://gaonkr.com,3
Frantzén,59.33418,18.058120000000002,Stockholm,Sweden,Modern cuisine,"3,800 SEK",https://www.restaurantfrantzen.com/,3
Le Palais,25.049495999999998,121.51673999999998,Taipei,Taipei,Cantonese,"2,000 - 5,000 TWD",https://www.palaisdechinehotel.com/,3
The Inn at Little Washington,38.713623,-78.16208,"Washington, D.C.",Washington DC,American,238 USD,https://www.theinnatlittlewashington.com/,3
Fat Duck,51.50828,-0.7023199999999999,Bray,United Kingdom,Creative,325 GBP,https://www.thefatduck.co.uk/,3
Waterside Inn,51.50773,-0.70121,Bray,United Kingdom,Classic French,140 - 188 GBP,www.waterside-inn.co.uk,3
Alain Ducasse at The Dorchester,51.50712,-0.1525201,Mayfair,United Kingdom,French,70 - 170 GBP,https://www.alainducasse-dorchester.com/,3
